Timestamp,RoverID,RoverType,SensorType,Value,Status
2055-10-12T09:03:25Z,R-02,Hover,Temperature,-43.6,OK
2055-10-12T09:03:29Z,R-01,Tracked,Temperature,-77.2,OK
2055-10-12T09:03:33Z,R-01,Tracked,Radiation,62.7,OK
2055-10-12T09:03:34Z,R-02,Hover,Temperature,-28.0,OK
2055-10-12T09:03:38Z,R-04,Hover,Atmosphere,92.9,OK
2055-10-12T09:03:41Z,R-04,Hover,Radiation,90.6,OK
2055-10-12T09:03:42Z,R-03,Walker,Temperature,-33.7,OK
2055-10-12T09:03:47Z,R-02,Hover,Radiation,65.1,OK
2055-10-12T09:03:51Z,R-04,Hover,Radiation,81.6,OK
2055-10-12T09:03:54Z,R-01,Tracked,Temperature,-68.1,OK
2055-10-12T09:03:55Z,R-04,Hover,Radiation,55.9,OK
2055-10-12T09:03:59Z,R-05,Tracked,Atmosphere,96.9,OK
2055-10-12T09:04:04Z,R-05,Tracked,Atmosphere,92.1,OK
2055-10-12T09:04:05Z,R-01,Tracked,Radiation,93.5,OK
2055-10-12T09:04:08Z,R-04,Hover,Atmosphere,96.5,OK
2055-10-12T09:04:12Z,R-05,Tracked,Atmosphere,93.8,OK
2055-10-12T09:04:14Z,R-01,Tracked,Atmosphere,98.4,OK
2055-10-12T09:04:19Z,R-01,Tracked,Atmosphere,99.7,OK
2055-10-12T09:04:21Z,R-01,Tracked,Temperature,-30.3,OK
2055-10-12T09:04:23Z,R-05,Tracked,Radiation,92.3,OK
2055-10-12T09:04:26Z,R-01,Tracked,Temperature,-67.6,OK
2055-10-12T09:04:31Z,R-02,Hover,Radiation,285.6,OK
2055-10-12T09:04:34Z,R-02,Hover,Atmosphere,99.9,OK
2055-10-12T09:04:38Z,R-04,Hover,Temperature,-70.1,OK
2055-10-12T09:04:39Z,R-04,Hover,Temperature,-79.9,OK
2055-10-12T09:04:44Z,R-03,Walker,Radiation,108.1,OK
2055-10-12T09:04:49Z,R-01,Tracked,Radiation,175.8,OK
2055-10-12T09:04:53Z,R-05,Tracked,Atmosphere,94.8,OK
2055-10-12T09:04:54Z,R-03,Walker,Radiation,99999.0,ERROR
2055-10-12T09:04:59Z,R-01,Tracked,Atmosphere,97.5,OK
2055-10-12T09:05:01Z,R-04,Hover,Temperature,-30.0,OK
2055-10-12T09:05:03Z,R-03,Walker,Atmosphere,92.7,OK
2055-10-12T09:05:08Z,R-04,Hover,Atmosphere,96.9,OK
2055-10-12T09:05:11Z,R-02,Hover,Radiation,143.3,OK
2055-10-12T09:05:13Z,R-01,Tracked,Radiation,148.9,OK
2055-10-12T09:05:14Z,R-02,Hover,Atmosphere,92.8,OK
2055-10-12T09:05:18Z,R-03,Walker,Radiation,96.4,OK
2055-10-12T09:05:23Z,R-03,Walker,Radiation,#VALUE!,ERROR
2055-10-12T09:05:25Z,R-03,Walker,Temperature,#VALUE!,ERROR
2055-10-12T09:05:26Z,R-01,Tracked,Temperature,-77.1,OK
2055-10-12T09:05:28Z,R-01,Tracked,Temperature,-73.4,OK
2055-10-12T09:05:29Z,R-04,Hover,Temperature,-54.8,OK
2055-10-12T09:05:31Z,R-04,Hover,Temperature,NULL,ERROR
2055-10-12T09:05:32Z,R-01,Tracked,Temperature,-63.6,OK
2055-10-12T09:05:33Z,R-01,Tracked,Atmosphere,90.5,OK
2055-10-12T09:05:37Z,R-02,Hover,Atmosphere,96.9,OK
2055-10-12T09:05:39Z,R-03,Walker,Radiation,92.8,OK
2055-10-12T09:05:40Z,R-02,Hover,Atmosphere,91.1,OK
2055-10-12T09:05:43Z,R-03,Walker,Temperature,-70.0,OK
2055-10-12T09:05:45Z,R-03,Walker,Atmosphere,98.2,OK
2055-10-12T09:05:49Z,R-01,Tracked,Atmosphere,99.1,OK
2055-10-12T09:05:54Z,R-05,Tracked,Atmosphere,96.4,OK
2055-10-12T09:05:58Z,R-02,Hover,Radiation,224.5,OK
2055-10-12T09:06:00Z,R-04,Hover,Temperature,-36.8,OK
2055-10-12T09:06:02Z,R-03,Walker,Atmosphere,91.5,ERROR
2055-10-12T09:06:05Z,R-04,Hover,Temperature,NaN,ERROR
2055-10-12T09:06:06Z,R-03,Walker,Radiation,95.5,OK
2055-10-12T09:06:07Z,R-04,Hover,Atmosphere,96.3,OK
2055-10-12T09:06:09Z,R-03,Walker,Radiation,225.8,OK
2055-10-12T09:06:13Z,R-04,Hover,Atmosphere,99.9,OK
2055-10-12T09:06:16Z,R-05,Tracked,Atmosphere,94.1,OK
2055-10-12T09:06:19Z,R-01,Tracked,Radiation,221.1,OK
2055-10-12T09:06:20Z,R-04,Hover,Temperature,-36.3,OK
2055-10-12T09:06:24Z,R-04,Hover,Temperature,-35.9,OK
2055-10-12T09:06:28Z,R-04,Hover,Radiation,246.9,OK
2055-10-12T09:06:32Z,R-02,Hover,Atmosphere,93.7,OK
2055-10-12T09:06:37Z,R-01,Tracked,Radiation,181.1,OK
2055-10-12T09:06:41Z,R-04,Hover,Atmosphere,98.6,OK
2055-10-12T09:06:43Z,R-01,Tracked,Temperature,-53.9,OK
2055-10-12T09:06:48Z,R-03,Walker,Temperature,-55.0,OK
2055-10-12T09:06:52Z,R-02,Hover,Temperature,-19.9,OK
2055-10-12T09:06:53Z,R-01,Tracked,Temperature,-11.4,OK
2055-10-12T09:06:58Z,R-04,Hover,Radiation,216.0,OK
2055-10-12T09:06:59Z,R-02,Hover,Temperature,-25.0,OK
2055-10-12T09:07:00Z,R-05,Tracked,Atmosphere,95.9,OK
2055-10-12T09:07:03Z,R-03,Walker,Temperature,-75.6,OK
2055-10-12T09:07:05Z,R-05,Tracked,Atmosphere,97.3,OK
2055-10-12T09:07:09Z,R-02,Hover,Atmosphere,,ERROR
2055-10-12T09:07:12Z,R-05,Tracked,Radiation,475.6,WARNING
2055-10-12T09:07:17Z,R-04,Hover,Temperature,ERR,ERROR
2055-10-12T09:07:22Z,R-02,Hover,Temperature,-25.7,OK
2055-10-12T09:07:27Z,R-05,Tracked,Atmosphere,92.8,OK
2055-10-12T09:07:28Z,R-05,Tracked,Radiation,261.2,OK
2055-10-12T09:07:32Z,R-04,Hover,Radiation,54.8,OK
2055-10-12T09:07:36Z,R-04,Hover,Radiation,169.4,OK
2055-10-12T09:07:39Z,R-02,Hover,Temperature,5000.0,ERROR
2055-10-12T09:07:43Z,R-01,Tracked,Radiation,164.1,OK
2055-10-12T09:07:44Z,R-05,Tracked,Radiation,106.0,OK
2055-10-12T09:07:46Z,R-05,Tracked,Atmosphere,94.0,OK
2055-10-12T09:07:50Z,R-04,Hover,Radiation,262.7,OK
2055-10-12T09:07:54Z,R-01,Tracked,Atmosphere,97.2,OK
2055-10-12T09:07:59Z,R-01,Tracked,Radiation,86.6,OK
2055-10-12T09:08:04Z,R-02,Hover,Radiation,206.1,OK
2055-10-12T09:08:06Z,R-02,Hover,Temperature,-69.2,OK
2055-10-12T09:08:10Z,R-03,Walker,Radiation,258.6,OK
2055-10-12T09:08:14Z,R-05,Tracked,Atmosphere,96.4,OK
2055-10-12T09:08:19Z,R-04,Hover,Atmosphere,,ERROR
2055-10-12T09:08:23Z,R-03,Walker,Temperature,-59.3,OK
2055-10-12T09:08:25Z,R-03,Walker,Radiation,139.1,OK
2055-10-12T09:08:26Z,R-03,Walker,Temperature,-70.9,OK
2055-10-12T09:08:29Z,R-02,Hover,Radiation,,ERROR
2055-10-12T09:08:31Z,R-02,Hover,Temperature,-35.4,OK
2055-10-12T09:08:32Z,R-05,Tracked,Atmosphere,94.8,OK
2055-10-12T09:08:37Z,R-01,Tracked,Radiation,69.1,OK
2055-10-12T09:08:40Z,R-03,Walker,Temperature,-74.1,OK
2055-10-12T09:08:44Z,R-02,Hover,Radiation,216.5,OK
2055-10-12T09:08:48Z,R-03,Walker,Atmosphere,96.0,OK
2055-10-12T09:08:49Z,R-04,Hover,Atmosphere,95.2,OK
2055-10-12T09:08:50Z,R-03,Walker,Atmosphere,92.3,OK
2055-10-12T09:08:55Z,R-04,Hover,Radiation,ERR,ERROR
2055-10-12T09:08:58Z,R-05,Tracked,Atmosphere,NaN,ERROR
2055-10-12T09:09:01Z,R-05,Tracked,Atmosphere,93.7,ERROR
2055-10-12T09:09:04Z,R-05,Tracked,Atmosphere,93.7,OK
2055-10-12T09:09:06Z,R-01,Tracked,Radiation,192.0,OK
2055-10-12T09:09:07Z,R-02,Hover,Atmosphere,93.5,ERROR
2055-10-12T09:09:09Z,R-01,Tracked,Temperature,-48.9,OK
2055-10-12T09:09:13Z,R-05,Tracked,Temperature,-61.8,OK
2055-10-12T09:09:17Z,R-04,Hover,Atmosphere,98.0,OK
2055-10-12T09:09:20Z,R-03,Walker,Atmosphere,92.2,OK
2055-10-12T09:09:23Z,R-01,Tracked,Radiation,212.6,OK
2055-10-12T09:09:26Z,R-02,Hover,Atmosphere,,ERROR
2055-10-12T09:09:29Z,R-05,Tracked,Atmosphere,91.4,WARNING
2055-10-12T09:09:34Z,R-04,Hover,Temperature,-21.3,OK
2055-10-12T09:09:35Z,R-05,Tracked,Atmosphere,93.6,OK
2055-10-12T09:09:38Z,R-02,Hover,Temperature,-53.1,OK
2055-10-12T09:09:39Z,R-03,Walker,Atmosphere,98.0,OK
2055-10-12T09:09:40Z,R-03,Walker,Atmosphere,98.1,OK
2055-10-12T09:09:45Z,R-02,Hover,Temperature,-10.3,OK
2055-10-12T09:09:50Z,R-05,Tracked,Atmosphere,93.7,OK
2055-10-12T09:09:54Z,R-02,Hover,Temperature,-58.5,OK
2055-10-12T09:09:55Z,R-05,Tracked,Atmosphere,92.2,OK
2055-10-12T09:09:56Z,R-05,Tracked,Atmosphere,99.4,OK
2055-10-12T09:10:00Z,R-03,Walker,Radiation,85.7,OK
2055-10-12T09:10:05Z,R-04,Hover,Temperature,-72.8,OK
2055-10-12T09:10:08Z,R-03,Walker,Radiation,195.2,OK
2055-10-12T09:10:11Z,R-02,Hover,Temperature,-76.6,OK
2055-10-12T09:10:14Z,R-01,Tracked,Temperature,-67.5,OK
2055-10-12T09:10:19Z,R-03,Walker,Temperature,-51.9,OK
2055-10-12T09:10:22Z,R-01,Tracked,Radiation,258.3,OK
2055-10-12T09:10:27Z,R-01,Tracked,Radiation,143.9,OK
2055-10-12T09:10:31Z,R-02,Hover,Radiation,122.6,OK
2055-10-12T09:10:32Z,R-02,Hover,Temperature,-28.4,OK
2055-10-12T09:10:33Z,R-04,Hover,Atmosphere,96.1,ERROR
2055-10-12T09:10:38Z,R-02,Hover,Temperature,-74.3,OK
2055-10-12T09:10:43Z,R-02,Hover,Temperature,5000.0,ERROR
2055-10-12T09:10:48Z,R-05,Tracked,Atmosphere,97.3,OK
2055-10-12T09:10:52Z,R-04,Hover,Temperature,-65.0,OK
2055-10-12T09:10:53Z,R-02,Hover,Radiation,89.9,OK
2055-10-12T09:10:56Z,R-05,Tracked,Radiation,427.3,WARNING
2055-10-12T09:10:59Z,R-01,Tracked,Radiation,251.5,OK
2055-10-12T09:11:01Z,R-02,Hover,Atmosphere,92.8,OK
2055-10-12T09:11:03Z,R-05,Tracked,Temperature,-64.4,OK
2055-10-12T09:11:07Z,R-02,Hover,Temperature,5000.0,ERROR
2055-10-12T09:11:09Z,R-03,Walker,Radiation,93.0,OK
2055-10-12T09:11:13Z,R-01,Tracked,Temperature,-16.1,OK
2055-10-12T09:11:18Z,R-02,Hover,Atmosphere,93.9,OK
2055-10-12T09:11:23Z,R-05,Tracked,Radiation,87.2,OK
2055-10-12T09:11:27Z,R-01,Tracked,Atmosphere,93.6,OK
2055-10-12T09:11:31Z,R-04,Hover,Atmosphere,98.3,OK
2055-10-12T09:11:32Z,R-01,Tracked,Temperature,-16.1,OK
2055-10-12T09:11:35Z,R-04,Hover,Temperature,NULL,ERROR
2055-10-12T09:11:37Z,R-03,Walker,Atmosphere,90.1,OK
2055-10-12T09:11:38Z,R-04,Hover,Temperature,-43.0,OK
2055-10-12T09:11:41Z,R-01,Tracked,Atmosphere,97.2,OK
2055-10-12T09:11:44Z,R-04,Hover,Atmosphere,94.4,ERROR
2055-10-12T09:11:47Z,R-05,Tracked,Temperature,-56.5,OK
2055-10-12T09:11:51Z,R-01,Tracked,Radiation,183.4,OK
2055-10-12T09:11:54Z,R-02,Hover,Radiation,-100.0,ERROR
2055-10-12T09:11:58Z,R-03,Walker,Radiation,NaN,ERROR
2055-10-12T09:12:02Z,R-02,Hover,Temperature,-15.8,OK
2055-10-12T09:12:05Z,R-05,Tracked,Temperature,-43.7,OK
2055-10-12T09:12:08Z,R-05,Tracked,Temperature,-48.0,OK
2055-10-12T09:12:10Z,R-04,Hover,Radiation,180.4,OK
2055-10-12T09:12:15Z,R-01,Tracked,Temperature,-55.8,OK
2055-10-12T09:12:20Z,R-01,Tracked,Radiation,118.8,OK
2055-10-12T09:12:22Z,R-02,Hover,Temperature,-41.9,OK
2055-10-12T09:12:24Z,R-02,Hover,Temperature,-33.8,OK
2055-10-12T09:12:29Z,R-02,Hover,Temperature,-16.7,OK
2055-10-12T09:12:33Z,R-01,Tracked,Temperature,-70.9,OK
2055-10-12T09:12:34Z,R-03,Walker,Atmosphere,94.1,OK
2055-10-12T09:12:36Z,R-04,Hover,Radiation,124.7,OK
2055-10-12T09:12:39Z,R-01,Tracked,Temperature,-32.4,OK
2055-10-12T09:12:43Z,R-04,Hover,Radiation,146.6,OK
2055-10-12T09:12:48Z,R-03,Walker,Atmosphere,97.5,OK
2055-10-12T09:12:49Z,R-05,Tracked,Temperature,-34.6,OK
2055-10-12T09:12:53Z,R-05,Tracked,Temperature,-23.6,OK
2055-10-12T09:12:56Z,R-03,Walker,Radiation,-100.0,ERROR
2055-10-12T09:12:57Z,R-05,Tracked,Atmosphere,98.1,OK
2055-10-12T09:12:58Z,R-03,Walker,Temperature,-56.6,OK
2055-10-12T09:13:02Z,R-03,Walker,Atmosphere,99.1,OK
2055-10-12T09:13:06Z,R-04,Hover,Radiation,,ERROR
2055-10-12T09:13:11Z,R-04,Hover,Atmosphere,96.9,OK
2055-10-12T09:13:14Z,R-04,Hover,Atmosphere,95.6,OK
2055-10-12T09:13:19Z,R-03,Walker,Atmosphere,99.0,OK
2055-10-12T09:13:20Z,R-05,Tracked,Temperature,-22.3,OK
2055-10-12T09:13:24Z,R-05,Tracked,Temperature,ERR,ERROR
2055-10-12T09:13:28Z,R-02,Hover,Atmosphere,NaN,ERROR
2055-10-12T09:13:30Z,R-04,Hover,Temperature,-57.8,OK
2055-10-12T09:13:35Z,R-04,Hover,Radiation,293.5,OK
2055-10-12T09:13:40Z,R-04,Hover,Temperature,-27.7,OK
2055-10-12T09:13:43Z,R-01,Tracked,Radiation,236.6,OK
2055-10-12T09:13:47Z,R-04,Hover,Radiation,184.2,OK
2055-10-12T09:13:49Z,R-03,Walker,Radiation,255.3,OK
2055-10-12T09:13:50Z,R-03,Walker,Radiation,197.3,OK
2055-10-12T09:13:51Z,R-02,Hover,Radiation,,ERROR
2055-10-12T09:13:54Z,R-04,Hover,Atmosphere,,ERROR
2055-10-12T09:13:58Z,R-03,Walker,Radiation,225.7,OK
2055-10-12T09:14:03Z,R-01,Tracked,Temperature,-17.9,OK
2055-10-12T09:14:05Z,R-03,Walker,Temperature,-75.7,OK
2055-10-12T09:14:08Z,R-02,Hover,Atmosphere,90.0,OK
2055-10-12T09:14:11Z,R-04,Hover,Radiation,256.8,OK
2055-10-12T09:14:14Z,R-04,Hover,Temperature,-39.3,OK
2055-10-12T09:14:17Z,R-02,Hover,Radiation,465.7,WARNING
2055-10-12T09:14:22Z,R-05,Tracked,Atmosphere,91.9,OK
2055-10-12T09:14:25Z,R-01,Tracked,Temperature,-33.9,OK
2055-10-12T09:14:30Z,R-04,Hover,Atmosphere,90.7,OK
2055-10-12T09:14:31Z,R-03,Walker,Radiation,167.3,OK
2055-10-12T09:14:34Z,R-02,Hover,Temperature,-63.0,OK
2055-10-12T09:14:39Z,R-02,Hover,Radiation,132.9,OK
2055-10-12T09:14:40Z,R-03,Walker,Temperature,-52.7,OK
2055-10-12T09:14:45Z,R-02,Hover,Atmosphere,94.0,OK
2055-10-12T09:14:50Z,R-03,Walker,Temperature,-52.3,OK
2055-10-12T09:14:53Z,R-01,Tracked,Radiation,205.6,OK
2055-10-12T09:14:54Z,R-03,Walker,Temperature,-74.1,OK
2055-10-12T09:14:58Z,R-05,Tracked,Temperature,-30.1,OK
2055-10-12T09:15:00Z,R-01,Tracked,Temperature,-27.8,OK
2055-10-12T09:15:04Z,R-04,Hover,Temperature,#VALUE!,ERROR
2055-10-12T09:15:08Z,R-03,Walker,Temperature,-58.6,OK
2055-10-12T09:15:12Z,R-01,Tracked,Atmosphere,90.9,OK
2055-10-12T09:15:17Z,R-04,Hover,Radiation,194.2,OK
2055-10-12T09:15:18Z,R-02,Hover,Radiation,411.0,WARNING
2055-10-12T09:15:23Z,R-01,Tracked,Radiation,295.9,OK
2055-10-12T09:15:28Z,R-04,Hover,Atmosphere,98.3,ERROR
2055-10-12T09:15:33Z,R-02,Hover,Atmosphere,93.2,OK
2055-10-12T09:15:34Z,R-01,Tracked,Temperature,,ERROR
2055-10-12T09:15:39Z,R-04,Hover,Radiation,224.7,OK
2055-10-12T09:15:42Z,R-02,Hover,Atmosphere,#VALUE!,ERROR
2055-10-12T09:15:43Z,R-04,Hover,Temperature,-43.8,OK
2055-10-12T09:15:45Z,R-02,Hover,Radiation,238.5,OK
2055-10-12T09:15:46Z,R-04,Hover,Temperature,-39.2,OK
2055-10-12T09:15:50Z,R-03,Walker,Radiation,461.9,WARNING
2055-10-12T09:15:51Z,R-03,Walker,Radiation,174.4,OK
2055-10-12T09:15:53Z,R-05,Tracked,Radiation,164.6,OK
2055-10-12T09:15:56Z,R-02,Hover,Radiation,296.8,OK
2055-10-12T09:15:59Z,R-05,Tracked,Temperature,-39.7,ERROR
2055-10-12T09:16:02Z,R-03,Walker,Temperature,-19.8,OK
2055-10-12T09:16:06Z,R-05,Tracked,Atmosphere,94.0,OK
2055-10-12T09:16:07Z,R-01,Tracked,Atmosphere,96.1,OK
2055-10-12T09:16:09Z,R-05,Tracked,Atmosphere,99.5,OK
2055-10-12T09:16:10Z,R-02,Hover,Atmosphere,94.4,WARNING
2055-10-12T09:16:14Z,R-04,Hover,Temperature,-12.4,OK
2055-10-12T09:16:19Z,R-03,Walker,Radiation,166.8,OK
2055-10-12T09:16:23Z,R-02,Hover,Temperature,-75.6,OK
2055-10-12T09:16:25Z,R-02,Hover,Radiation,81.6,OK
2055-10-12T09:16:28Z,R-02,Hover,Radiation,284.1,OK
2055-10-12T09:16:33Z,R-05,Tracked,Temperature,-30.8,OK
2055-10-12T09:16:34Z,R-01,Tracked,Atmosphere,,ERROR
2055-10-12T09:16:37Z,R-04,Hover,Temperature,-34.6,OK
2055-10-12T09:16:40Z,R-01,Tracked,Radiation,223.5,OK
2055-10-12T09:16:44Z,R-03,Walker,Temperature,-17.7,OK
2055-10-12T09:16:46Z,R-05,Tracked,Atmosphere,90.5,OK
2055-10-12T09:16:51Z,R-05,Tracked,Atmosphere,91.2,OK
2055-10-12T09:16:56Z,R-05,Tracked,Radiation,249.1,OK
2055-10-12T09:17:00Z,R-03,Walker,Atmosphere,94.4,OK
2055-10-12T09:17:03Z,R-02,Hover,Temperature,NaN,ERROR
2055-10-12T09:17:05Z,R-03,Walker,Temperature,-30.6,OK
2055-10-12T09:17:09Z,R-04,Hover,Temperature,-9999.0,ERROR
2055-10-12T09:17:14Z,R-03,Walker,Atmosphere,96.6,OK
2055-10-12T09:17:17Z,R-05,Tracked,Temperature,-24.7,OK
2055-10-12T09:17:22Z,R-05,Tracked,Temperature,-48.6,OK
2055-10-12T09:17:23Z,R-02,Hover,Temperature,-22.8,OK
2055-10-12T09:17:27Z,R-04,Hover,Radiation,229.8,OK
2055-10-12T09:17:31Z,R-02,Hover,Temperature,-79.4,OK
2055-10-12T09:17:36Z,R-03,Walker,Radiation,244.4,OK
2055-10-12T09:17:41Z,R-04,Hover,Temperature,-67.8,OK
2055-10-12T09:17:45Z,R-02,Hover,Radiation,89.2,OK
2055-10-12T09:17:47Z,R-01,Tracked,Radiation,121.7,OK
2055-10-12T09:17:50Z,R-02,Hover,Radiation,103.9,OK
2055-10-12T09:17:51Z,R-02,Hover,Temperature,-23.6,OK
2055-10-12T09:17:52Z,R-05,Tracked,Radiation,N/A,ERROR
2055-10-12T09:17:55Z,R-01,Tracked,Temperature,-63.4,OK
2055-10-12T09:18:00Z,R-05,Tracked,Atmosphere,91.4,ERROR
2055-10-12T09:18:05Z,R-03,Walker,Atmosphere,93.4,OK
2055-10-12T09:18:10Z,R-01,Tracked,Atmosphere,92.3,ERROR
2055-10-12T09:18:11Z,R-03,Walker,Radiation,189.7,OK
2055-10-12T09:18:16Z,R-04,Hover,Temperature,-34.4,OK
2055-10-12T09:18:18Z,R-05,Tracked,Radiation,264.2,OK
2055-10-12T09:18:20Z,R-05,Tracked,Temperature,-51.8,OK
2055-10-12T09:18:25Z,R-03,Walker,Radiation,,ERROR
2055-10-12T09:18:28Z,R-02,Hover,Temperature,-37.6,OK
2055-10-12T09:18:32Z,R-04,Hover,Atmosphere,97.6,OK
2055-10-12T09:18:36Z,R-01,Tracked,Radiation,,ERROR
2055-10-12T09:18:40Z,R-03,Walker,Atmosphere,96.8,OK
2055-10-12T09:18:45Z,R-05,Tracked,Temperature,-30.1,OK
2055-10-12T09:18:47Z,R-02,Hover,Radiation,83.4,OK
2055-10-12T09:18:48Z,R-03,Walker,Temperature,-42.9,OK
2055-10-12T09:18:52Z,R-05,Tracked,Atmosphere,,ERROR
2055-10-12T09:18:56Z,R-03,Walker,Radiation,276.1,OK
2055-10-12T09:19:01Z,R-03,Walker,Atmosphere,90.2,OK
2055-10-12T09:19:03Z,R-02,Hover,Radiation,214.2,OK
2055-10-12T09:19:04Z,R-05,Tracked,Atmosphere,97.5,OK
2055-10-12T09:19:06Z,R-03,Walker,Radiation,292.6,OK
2055-10-12T09:19:07Z,R-03,Walker,Radiation,130.4,OK
2055-10-12T09:19:08Z,R-04,Hover,Atmosphere,91.4,OK
2055-10-12T09:19:09Z,R-05,Tracked,Atmosphere,94.2,OK
2055-10-12T09:19:10Z,R-05,Tracked,Atmosphere,94.2,OK
2055-10-12T09:19:11Z,R-02,Hover,Atmosphere,92.2,OK
2055-10-12T09:19:15Z,R-01,Tracked,Temperature,-44.3,OK
2055-10-12T09:19:18Z,R-04,Hover,Atmosphere,91.0,OK
2055-10-12T09:19:19Z,R-05,Tracked,Temperature,-40.9,OK
2055-10-12T09:19:21Z,R-01,Tracked,Atmosphere,94.0,OK
2055-10-12T09:19:26Z,R-03,Walker,Radiation,69.8,OK
2055-10-12T09:19:27Z,R-05,Tracked,Temperature,-28.1,OK
2055-10-12T09:19:32Z,R-01,Tracked,Radiation,,ERROR
2055-10-12T09:19:33Z,R-03,Walker,Temperature,-41.8,OK
2055-10-12T09:19:38Z,R-04,Hover,Atmosphere,93.5,OK
2055-10-12T09:19:39Z,R-03,Walker,Temperature,5000.0,ERROR
2055-10-12T09:19:43Z,R-05,Tracked,Temperature,-24.6,OK
2055-10-12T09:19:46Z,R-04,Hover,Temperature,-15.1,WARNING
2055-10-12T09:19:49Z,R-01,Tracked,Radiation,273.4,OK
2055-10-12T09:19:51Z,R-04,Hover,Temperature,-73.7,OK
2055-10-12T09:19:52Z,R-04,Hover,Radiation,,ERROR
2055-10-12T09:19:55Z,R-02,Hover,Temperature,-52.1,OK
2055-10-12T09:19:57Z,R-01,Tracked,Temperature,-70.8,OK
2055-10-12T09:20:01Z,R-05,Tracked,Atmosphere,95.6,OK
2055-10-12T09:20:05Z,R-04,Hover,Radiation,249.1,OK
2055-10-12T09:20:10Z,R-02,Hover,Atmosphere,98.7,WARNING
2055-10-12T09:20:14Z,R-04,Hover,Temperature,-20.9,OK
2055-10-12T09:20:15Z,R-02,Hover,Temperature,-75.2,OK
2055-10-12T09:20:20Z,R-02,Hover,Temperature,-63.7,OK
2055-10-12T09:20:24Z,R-04,Hover,Temperature,-13.5,OK
2055-10-12T09:20:26Z,R-05,Tracked,Atmosphere,,ERROR
2055-10-12T09:20:30Z,R-03,Walker,Temperature,-76.6,OK
2055-10-12T09:20:35Z,R-03,Walker,Radiation,81.8,OK
2055-10-12T09:20:40Z,R-02,Hover,Temperature,-60.1,OK
2055-10-12T09:20:45Z,R-02,Hover,Temperature,,ERROR
2055-10-12T09:20:47Z,R-05,Tracked,Temperature,-54.7,OK
2055-10-12T09:20:49Z,R-02,Hover,Atmosphere,97.2,OK
2055-10-12T09:20:54Z,R-02,Hover,Atmosphere,99.4,OK
2055-10-12T09:20:55Z,R-04,Hover,Atmosphere,97.2,OK
2055-10-12T09:21:00Z,R-04,Hover,Atmosphere,94.0,ERROR
2055-10-12T09:21:02Z,R-03,Walker,Temperature,-17.2,OK
2055-10-12T09:21:06Z,R-05,Tracked,Radiation,61.4,OK
2055-10-12T09:21:11Z,R-04,Hover,Atmosphere,99.4,OK
2055-10-12T09:21:12Z,R-01,Tracked,Radiation,176.0,OK
2055-10-12T09:21:17Z,R-03,Walker,Temperature,-74.8,OK
2055-10-12T09:21:21Z,R-05,Tracked,Radiation,136.2,OK
2055-10-12T09:21:26Z,R-05,Tracked,Temperature,-69.8,OK
2055-10-12T09:21:27Z,R-03,Walker,Temperature,-46.2,OK
2055-10-12T09:21:28Z,R-02,Hover,Temperature,-47.9,OK
2055-10-12T09:21:29Z,R-05,Tracked,Atmosphere,99.2,OK
2055-10-12T09:21:30Z,R-04,Hover,Atmosphere,93.6,OK
2055-10-12T09:21:31Z,R-05,Tracked,Atmosphere,91.0,OK
2055-10-12T09:21:35Z,R-05,Tracked,Atmosphere,98.5,OK
2055-10-12T09:21:38Z,R-04,Hover,Radiation,452.9,WARNING
2055-10-12T09:21:42Z,R-04,Hover,Atmosphere,97.4,WARNING
2055-10-12T09:21:45Z,R-02,Hover,Radiation,259.9,OK
2055-10-12T09:21:49Z,R-05,Tracked,Atmosphere,97.4,OK
2055-10-12T09:21:51Z,R-04,Hover,Radiation,289.5,OK
2055-10-12T09:21:56Z,R-05,Tracked,Radiation,113.6,OK
2055-10-12T09:21:59Z,R-01,Tracked,Temperature,-60.4,OK
2055-10-12T09:22:00Z,R-05,Tracked,Temperature,-20.7,OK
2055-10-12T09:22:03Z,R-01,Tracked,Radiation,78.7,OK
2055-10-12T09:22:05Z,R-04,Hover,Atmosphere,91.0,OK
2055-10-12T09:22:08Z,R-04,Hover,Atmosphere,99.4,OK
2055-10-12T09:22:12Z,R-05,Tracked,Radiation,274.3,OK
2055-10-12T09:22:16Z,R-01,Tracked,Atmosphere,91.7,OK
2055-10-12T09:22:18Z,R-05,Tracked,Temperature,-46.5,OK
2055-10-12T09:22:23Z,R-03,Walker,Radiation,259.7,OK
2055-10-12T09:22:28Z,R-02,Hover,Temperature,-47.3,OK
2055-10-12T09:22:33Z,R-02,Hover,Radiation,202.7,OK
2055-10-12T09:22:38Z,R-03,Walker,Atmosphere,NULL,ERROR
2055-10-12T09:22:39Z,R-03,Walker,Radiation,84.4,OK
2055-10-12T09:22:44Z,R-02,Hover,Temperature,-23.5,OK
2055-10-12T09:22:46Z,R-05,Tracked,Atmosphere,93.1,OK
2055-10-12T09:22:48Z,R-04,Hover,Atmosphere,94.8,OK
2055-10-12T09:22:51Z,R-05,Tracked,Radiation,245.8,OK
2055-10-12T09:22:53Z,R-01,Tracked,Radiation,-100.0,ERROR
2055-10-12T09:22:57Z,R-02,Hover,Radiation,112.2,OK
2055-10-12T09:22:59Z,R-03,Walker,Temperature,-51.8,OK
2055-10-12T09:23:00Z,R-04,Hover,Atmosphere,99.1,OK
